Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,28.4,29,4,1,0,158,21.2,0,0,0,1,1,0,0,172,0,128,5.51,1,1,0,31,17,,,0,REVERSE SWEEP,ORTHODOX,Outside Off stump,Full Length,347.3393,0.89,10.572,6.045,-0.397,0.295,0.597,-8.841,-0.268,0.662,-2.785,-15.283,-6.739,-0.324,0.457,-4.623,69.99,0.621,8.341,-1.162,2.169,59.247,-10.06,-0.234,0.73,1.424,0.148,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,28.5,29,5,1,0,159,21.1,0,0,0,1,1,0,0,173,0,127,5.51,0,1,4,53,46,,,0,FORWARD PUSH,ORTHODOX,Outside Off stump,Full Length,22.16634,0.89,11.635,4.592,-0.269,0.284,0.612,-8.841,-0.034,0.575,-1.228,-16.28,-7.697,-0.115,0.424,-2.523,73.461,0.693,8.341,-1.177,2.266,55.868,-10.06,0.053,0.695,2.669,0.307,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,28.6,29,6,0,0,159,21.0,0,0,0,1,1,0,0,174,0,126,5.48,1,0,0,32,17,,,0,STEP DOWN DEFENCE,ORTHODOX,Leg stump,Full Length,,,8.318,6.107,-0.167,0.267,0.473,-8.841,0.094,0.475,-1.821,-15.453,-6.645,-0.025,0.346,-4.781,54.208,0.618,8.341,-0.999,2.196,58.856,-10.06,0.161,0.495,1.816,0.186,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,29.1,30,1,1,0,160,20.5,0,0,0,1,1,0,0,175,0,125,5.48,0,1,4,54,47,,,0,FORWARD PUSH,STRAIGHT BALL,Outside Off stump,Full Length,119.9728,0.55,6.998,6.52,-0.394,0.165,0.569,-8.841,-0.194,0.555,-0.09,-11.548,-7.967,-0.227,0.491,-7.119,78.912,0.48,8.341,-0.848,1.98,82.649,-10.06,-0.147,0.631,0.031,0.005,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,29.2,30,2,0,0,160,20.4,0,0,0,1,1,0,0,176,0,124,5.45,1,0,0,33,17,,,0,BACKFOOT DEFENCE,STRAIGHT BALL,Outside Leg stump,Short of Good Length,,,8.014,7.784,-0.189,0.19,0.613,-8.841,0.057,0.765,0.099,-12.108,-8.548,0.046,0.743,-8.371,82.923,0.498,8.341,-0.587,1.958,83.94,-10.06,0.104,0.848,-0.298,-0.026,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,29.3,30,3,0,0,160,20.3,0,0,0,1,1,0,0,177,0,123,5.42,1,0,0,34,17,,,0,FRONTFOOT OFF DRIVE,ANGLED ACROSS,Off stump,Good Length,,,7.962,7.244,-0.089,0.168,0.607,-8.841,0.25,0.699,0.262,-12.242,-999.9,-999.9,-999.9,-7.534,84.178,0.561,8.341,-0.654,1.972,80.914,-10.06,0.321,0.783,-0.031,-0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,29.4,30,4,1,0,161,20.2,0,0,0,1,1,0,0,178,0,122,5.42,1,1,0,35,18,,,0,FORWARD PUSH,STRAIGHT BALL,Outside Leg stump,Good Length,55.49147,0.54,8.785,7.241,-0.236,0.147,0.679,-8.841,-0.051,0.791,-0.203,-12.158,-7.785,-0.084,0.686,-7.685,97.124,0.481,8.341,-0.672,1.978,81.221,-10.06,-0.013,0.897,-0.601,-0.056,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,29.5,30,5,1,0,162,20.1,0,0,0,1,1,0,0,179,0,121,5.43,0,1,4,55,48,,,0,FORWARD PUSH,STRAIGHT BALL,Outside Off stump,Good Length,185.9989,0.89,7.312,6.884,-0.421,0.187,0.579,-8.841,-0.256,0.609,-0.104,-11.748,-8.036,-0.28,0.55,-7.555,78.209,0.488,8.341,-0.768,1.991,82.137,-10.06,-0.219,0.685,0.022,0.002,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,29.6,30,6,0,0,162,20.0,0,0,0,1,1,0,0,180,0,120,5.4,1,0,0,36,18,,,0,BACKFOOT PUSH,STRAIGHT BALL,Outside Leg stump,Good Length,,,8.563,7.961,-0.285,0.226,0.622,-8.841,0.022,0.814,0.626,-12.526,-7.634,-0.034,0.712,-8.624,80.765,0.483,8.341,-0.648,1.977,82.132,-10.06,0.08,0.9,-0.152,-0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,30.1,31,1,0,0,162,19.5,0,0,0,1,1,0,0,181,0,119,5.37,0,0,4,56,48,,,0,FRONTFOOT OFF DRIVE,ORTHODOX,Outside Off stump,Full Length,,,12.175,4.439,-0.435,0.352,0.617,-8.841,-0.397,0.573,-3.298,-16.299,-7.7,-0.411,0.414,-2.307,67.287,0.697,8.341,-1.145,2.261,56.143,-10.06,-0.382,0.699,2.027,0.236,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,30.2,31,2,1,0,163,19.4,0,0,0,1,1,0,0,182,0,118,5.37,0,1,4,57,49,,,0,FORWARD PUSH,ORTHODOX,Middle stump,Full Length,13.59094,0.53,10.932,4.839,-0.125,0.195,0.567,-8.841,0.13,0.556,-1.241,-17.178,-7.833,0.058,0.444,-1.942,75.601,0.721,8.341,-1.064,2.263,54.294,-10.06,0.218,0.655,2.404,0.266,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,30.3,31,3,1,0,164,19.3,0,0,0,1,1,0,0,183,0,117,5.37,1,1,0,37,19,,,0,REVERSE SWEEP,ORTHODOX,Outside Leg stump,Full Length,349.8244,0.98,12.07,4.534,-0.275,0.366,0.702,-8.841,-0.151,0.607,-2.015,-14.391,-6.904,-0.224,0.298,-3.83,78.73,0.595,8.341,-1.13,2.203,61.881,-10.06,-0.104,0.756,1.155,0.134,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,30.4,31,4,1,0,165,19.2,0,0,0,1,1,0,0,184,0,116,5.38,0,1,4,58,50,,,0,BACKFOOT PUSH,ORTHODOX,Outside Off stump,Good Length,190.1805,0.89,12.489,5.505,-0.279,0.436,0.642,-8.841,-0.199,0.712,-3.828,-15.508,-8.471,-0.206,0.675,-4.141,62.759,0.74,8.341,-1.173,2.227,56.257,-10.06,-0.176,0.802,1.733,0.187,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,30.5,31,5,0,0,165,19.1,0,0,0,1,1,0,0,185,0,115,5.35,1,0,0,38,19,,,0,REVERSE SWEEP,ORTHODOX,Outside Leg stump,Good Length,,,10.188,6.439,-0.17,0.284,0.56,-8.841,0.037,0.637,-2.363,-15.734,-7.418,-0.021,0.544,-4.864,65.516,0.68,8.341,-0.959,2.183,57.202,-10.06,0.086,0.673,1.545,0.133,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,30.6,31,6,0,0,165,19.0,0,0,0,1,1,0,0,186,0,114,5.32,1,0,0,39,19,,,0,STEP DOWN ON DRIVE,ORTHODOX,Outside Leg stump,Good Length,,,10.982,7.358,-0.236,0.255,0.581,-8.841,0.031,0.779,-2.741,-16.441,-6.626,-0.067,0.627,-5.849,71.694,0.647,8.341,-1.042,2.203,57.052,-10.06,0.085,0.807,1.913,0.178,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,31.1,32,1,1,0,166,18.5,0,0,0,1,1,0,0,187,0,113,5.32,0,1,4,59,51,,,0,FRONTFOOT COVERDRIVE,STRAIGHT BALL,Outside Off stump,Good Length,162.1437,0.88,9.352,6.955,-0.511,0.286,0.696,-8.841,-0.478,0.803,-0.273,-11.986,-8.002,-0.483,0.715,-7.488,85.743,0.494,8.341,-0.644,1.988,79.33,-10.06,-0.47,0.916,-0.131,-0.012,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,31.2,32,2,1,0,167,18.4,0,0,0,1,1,0,0,188,0,112,5.32,1,1,0,40,20,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Leg stump,Short of Good Length,124.6801,0.61,8.2,7.914,-0.097,0.176,0.611,-8.841,0.208,0.768,-0.356,-12.471,-8.23,0.179,0.72,-8.565,84.009,0.495,8.341,-0.63,1.963,82.804,-10.06,0.265,0.852,-0.014,-0.001,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,31.3,32,3,0,0,167,18.3,0,0,0,1,1,0,0,189,0,111,5.3,0,0,4,60,51,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.121,7.632,-0.414,0.196,0.606,-8.841,-0.067,0.735,-0.041,-12.363,-7.931,-0.117,0.663,-8.248,81.393,0.492,8.341,-0.937,1.98,81.638,-10.06,0.002,0.816,0.556,0.05,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,31.4,32,4,0,0,167,18.2,0,0,0,1,1,0,0,190,0,110,5.27,0,0,4,61,51,,,0,FORWARD PUSH,ANGLED IN,Outside Off stump,Full Length,,,7.673,6.292,-0.324,0.212,0.619,-8.841,-0.155,0.596,-0.41,-11.453,-7.935,-0.186,0.518,-7.06,81.648,0.483,8.341,-0.791,2.002,82.4,-10.06,-0.113,0.687,0.151,0.016,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,31.5,32,5,0,0,167,18.1,0,0,0,1,1,0,0,191,0,109,5.24,0,0,4,62,51,,,0,FORWARD PUSH,ANGLED IN,Outside Off stump,Good Length,,,7.753,6.828,-0.323,0.23,0.599,-8.841,-0.049,0.638,0.511,-11.849,-7.907,-0.095,0.562,-7.411,76.837,0.485,8.34,-0.744,1.988,81.257,-10.06,0.013,0.722,0.29,0.022,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Hardik Pandya,Right Arm Fast Medium,1,31.6,32,6,0,0,167,18.0,0,0,0,1,1,0,0,192,0,108,5.21,0,0,4,63,51,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Full Length,,,7.156,6.409,-0.302,0.154,0.583,-8.841,-0.095,0.564,-0.272,-11.573,-7.91,-0.133,0.492,-7.051,81.959,0.483,8.341,-0.727,1.998,81.236,-10.06,-0.046,0.643,0.907,0.091,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,32.1,33,1,1,0,168,17.5,0,0,0,1,1,0,0,193,0,107,5.22,1,1,0,41,21,,,0,SWEEP SHOT,ORTHODOX,Leg stump,Full Toss,205.5101,1.02,9.713,1.545,-0.066,0.121,0.65,-8.841,-0.043,0.085,0.0,-14.046,-7.265,-0.154,0.331,-1.466,95.357,0.603,8.341,-1.057,2.242,61.275,-10.06,0.044,0.272,1.348,0.16,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,32.2,33,2,0,0,168,17.4,0,0,0,1,1,0,0,194,0,106,5.19,0,0,4,64,51,,,0,FORWARD DEFENCE,ORTHODOX,Leg stump,Full Length,,,11.68,4.754,-0.128,0.271,0.61,-8.841,0.077,0.579,-2.26,-16.495,-7.777,0.015,0.45,-2.515,74.487,0.726,8.341,-1.17,2.261,54.062,-10.06,0.149,0.685,2.217,0.249,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,32.3,33,3,1,0,169,17.3,0,0,0,1,1,0,0,195,0,105,5.2,0,1,4,65,52,,,0,BACKFOOT PUSH,ORTHODOX,Off stump,Short of Good Length,327.6593,0.78,10.393,6.555,-0.147,0.237,0.592,-8.841,0.219,0.686,-1.998,-15.556,-8.522,0.197,0.667,-5.331,75.046,0.725,8.341,-1.191,2.195,57.754,-10.06,0.305,0.735,1.543,0.158,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Jos Buttler,Axar Patel,Left Arm Orthodox,1,32.4,33,4,1,0,170,17.2,0,0,0,1,1,0,0,196,0,104,5.2,1,1,0,42,22,,,0,REVERSE SWEEP,ORTHODOX,Off stump,Full Length,308.6055,0.57,10.564,5.623,-0.127,0.259,0.6,-8.841,0.197,0.62,-0.751,-15.41,-6.778,0.044,0.411,-4.45,74.059,0.649,8.341,-1.045,2.242,56.541,-10.06,0.288,0.69,1.471,0.215,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,32.5,33,5,0,0,170,17.1,0,0,0,1,1,0,0,197,0,103,5.17,0,0,4,66,52,,,0,BACKFOOT OFF DRIVE,ORTHODOX,Outside Off stump,Short of Good Length,,,11.666,6.462,-0.392,0.361,0.615,-8.841,-0.262,0.749,-3.059,-15.721,-8.479,-0.271,0.724,-5.177,66.163,0.738,8.341,-1.187,2.205,57.464,-10.06,-0.23,0.804,1.248,0.125,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Jacob Bethell,Axar Patel,Left Arm Orthodox,1,32.6,33,6,0,0,170,17.0,0,0,5,1,1,0,0,198,0,102,5.15,0,0,4,67,52,caught,Hardik Pandya,84,BACKFOOT PULL SHOT,ORTHODOX,Off stump,Short of Good Length,,,11.701,6.78,-0.065,0.459,0.553,-8.841,0.137,0.659,-4.013,-16.561,-7.861,0.101,0.627,-4.859,47.031,0.763,8.341,-1.071,2.198,54.714,-10.06,0.182,0.649,2.091,0.21,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Harshit Rana,Right Arm Fast Medium,1,33.1,34,1,1,0,171,16.5,0,0,0,1,1,0,0,199,0,101,5.15,1,1,0,43,23,,,0,FRONTFOOT SQUARE DRIVE,STRAIGHT BALL,Outside Off stump,Full Length,356.1493,0.94,7.337,5.208,0.531,0.213,0.638,-8.841,0.416,0.489,-0.273,-10.679,-8.791,0.418,0.484,-6.853,84.368,0.473,8.34,0.885,2.062,88.485,-10.06,0.38,0.595,0.334,0.028,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,33.2,34,2,1,0,172,16.4,0,0,0,1,1,0,0,200,0,100,5.16,0,1,0,1,1,,,0,STEP DOWN DEFENCE,ANGLED IN,Outside Off stump,Good Length,227.2545,0.92,7.722,8.88,-0.626,0.184,0.555,-8.841,-0.536,0.827,0.181,-12.868,-7.395,-0.554,0.719,-10.702,74.882,0.439,8.34,-0.748,2.022,86.437,-10.06,-0.522,0.901,-0.505,-0.026,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Harshit Rana,Right Arm Fast Medium,1,33.3,34,3,1,0,173,16.3,0,0,0,1,1,0,0,201,0,99,5.16,1,1,0,44,24,,,0,FRONTFOOT SQUARE DRIVE,ANGLED IN,Outside Off stump,Full Length,354.3855,0.91,10.546,3.264,0.347,0.234,0.79,-8.841,0.301,0.394,1.662,-12.121,-8.388,0.311,0.321,-3.59,105.023,0.55,8.34,0.918,2.081,73.187,-10.06,0.273,0.576,-1.491,-0.187,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,33.4,34,4,0,0,173,16.2,0,0,0,1,1,0,0,202,0,98,5.13,0,0,0,2,1,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,7.69,8.083,-0.47,0.183,0.563,-8.84,-0.305,0.754,0.34,-12.642,-8.454,-0.314,0.724,-9.684,76.149,0.469,8.34,-0.684,2.058,85.673,-10.06,-0.275,0.837,-0.37,-0.032,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,33.5,34,5,1,0,174,16.1,0,0,0,1,1,0,0,203,0,97,5.14,0,1,0,3,2,,,0,FRONTFOOT COVERDRIVE,ANGLED IN,Outside Off stump,Full Length,162.8104,0.81,6.747,6.045,-0.494,0.199,0.576,-8.841,-0.415,0.509,-0.345,-10.925,-8.766,-0.416,0.503,-7.589,76.494,0.464,8.341,-0.707,2.036,87.723,-10.06,-0.394,0.596,0.543,0.056,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Harshit Rana,Right Arm Fast Medium,1,33.6,34,6,4,0,178,16.0,0,0,0,1,1,0,0,204,0,96,5.23,1,4,1,45,28,,,0,GLIDE,ANGLED IN,Outside Off stump,Short of Good Length,290.8136,1.12,7.522,7.431,0.46,0.219,0.565,-8.841,0.294,0.684,0.705,-12.224,-8.868,0.293,0.686,-8.769,72.824,0.482,8.341,0.882,2.056,85.269,-10.06,0.26,0.768,-0.003,0.0,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Kuldeep Yadav,Left Arm Chinaman,1,34.1,35,1,2,0,180,15.5,0,0,0,1,1,0,0,205,0,95,5.26,0,2,0,4,4,,,0,FORWARD PUSH,CHINAMAN,Outside Leg stump,Full Length,326.0854,0.94,11.85,4.906,0.11,0.273,0.621,-8.841,0.288,0.6,3.008,-16.366,-7.174,0.207,0.389,0.086,75.883,0.699,8.341,0.268,1.898,53.637,-10.06,0.348,0.701,0.734,0.082,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Kuldeep Yadav,Left Arm Chinaman,1,34.2,35,2,0,0,180,15.4,0,0,0,1,1,0,0,206,0,94,5.24,0,0,0,5,4,,,0,FORWARD PUSH,CHINAMAN,Outside Off stump,Full Length,,,11.53,3.585,-0.349,0.104,0.65,-8.841,-0.452,0.434,1.013,-16.602,-7.369,-0.388,0.196,1.361,97.137,0.721,8.341,0.273,1.93,51.8,-10.06,-0.505,0.586,-2.135,-0.262,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Kuldeep Yadav,Left Arm Chinaman,1,34.3,35,3,0,0,180,15.3,0,0,0,1,1,0,0,207,0,93,5.21,0,0,0,6,4,,,0,BACKFOOT DEFENCE,CHINAMAN,Leg stump,Good Length,,,12.447,6.622,0.021,0.5,0.596,-8.841,-0.292,0.661,-1.698,-15.939,-8.627,-0.28,0.659,-1.566,49.388,0.849,8.341,0.305,1.813,52.221,-10.06,-0.365,0.635,-0.299,-0.03,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Kuldeep Yadav,Left Arm Chinaman,1,34.4,35,4,1,0,181,15.2,0,0,0,1,1,0,0,208,0,92,5.22,0,1,0,7,5,,,0,FORWARD PUSH,CHINAMAN,Leg stump,Full Length,338.1336,0.52,15.141,4.666,0.046,0.428,0.699,-8.841,0.261,0.731,4.482,-16.798,-7.136,0.154,0.436,0.639,71.995,0.721,8.341,0.238,1.911,52.551,-10.06,0.339,0.871,-0.325,-0.037,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Kuldeep Yadav,Left Arm Chinaman,1,34.5,35,5,0,0,181,15.1,0,0,0,1,1,0,0,209,0,91,5.19,1,0,1,46,28,,,0,FORWARD PUSH,CHINAMAN,Off stump,Full Length,,,8.601,4.244,-0.067,0.448,0.484,-8.841,0.029,0.376,3.75,-14.501,-999.9,-999.9,-999.9,-3.94,37.902,0.624,8.341,0.325,2.301,57.097,-10.06,0.068,0.43,-0.706,-0.037,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Kuldeep Yadav,Left Arm Chinaman,1,34.6,35,6,1,0,182,15.0,0,0,0,1,1,0,0,210,0,90,5.2,1,1,1,47,29,,,0,BACKFOOT COVERDRIVE,CHINAMAN,Outside Off stump,Short of Good Length,48.56575,0.61,12.088,6.029,0.302,0.333,0.623,-8.841,0.546,0.674,4.174,-16.153,-9.082,0.559,0.686,-0.964,70.229,0.849,8.341,0.42,1.845,51.79,-10.06,0.61,0.711,-1.492,-0.154,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jacob Bethell,Left Hand Batsman,Liam Livingstone,Harshit Rana,Right Arm Fast Medium,1,35.1,36,1,1,0,183,14.5,0,0,0,1,1,0,0,211,0,89,5.2,1,1,1,48,30,,,0,FORWARD PUSH,ANGLED IN,Outside Off stump,Good Length,123.9174,0.53,9.986,6.815,0.269,0.226,0.672,-8.841,0.04,0.824,1.325,-13.42,-8.111,0.07,0.747,-6.45,88.272,0.545,8.341,0.941,2.051,74.438,-10.06,-0.011,0.936,-0.564,-0.055,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,35.2,36,2,0,0,183,14.4,0,0,0,1,1,0,0,212,0,88,5.17,0,0,0,8,5,,,0,LEFT ALONE,STRAIGHT BALL,Outside Off stump,Short Length,,,10.565,11.715,-0.39,0.204,0.527,-8.841,-0.087,1.47,0.079,-17.69,-999.9,-999.9,-999.9,-14.744,68.597,0.558,8.341,-0.669,1.968,84.378,-10.06,-0.068,1.564,-0.355,0.038,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,35.3,36,3,0,0,183,14.3,0,0,0,1,1,0,0,213,0,87,5.15,0,0,0,9,5,,,0,CUT SHOT,SLOWER BALL,Outside Off stump,Good Length,,,8.264,6.775,-0.769,0.14,0.597,-8.841,-0.871,0.658,0.601,-12.997,-999.9,-999.9,-999.9,-6.769,85.56,0.614,8.341,-0.668,2.048,73.807,-10.06,-0.904,0.738,-1.426,-0.11,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Liam Livingstone,Right Hand Batsman,Jacob Bethell,Harshit Rana,Right Arm Fast Medium,1,35.4,36,4,0,0,183,14.2,0,0,6,1,1,0,0,214,0,86,5.13,0,0,0,10,5,caught,KL Rahul,11,STEP DOWN PULL SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,,,9.918,10.846,-0.463,0.119,0.585,-8.841,-0.269,1.353,-0.089,-15.791,-6.837,-0.311,1.14,-13.711,85.933,0.429,8.341,-0.65,2.015,86.485,-10.06,-0.244,1.464,-0.421,-0.013,-1.0
